"der Staub, -""e"	dust	Staub	der			Ich habe überall Staub gewischt.	I wiped dust everywhere.	Ich muss noch Staub saugen.	I still have to vacuum.		
das Steak, -s	steak	Steak	das			Bitte ein Steak mit Salat.	Please a steak with a salad.				
stecken, steckt, steckte, hat gesteckt	to put, insert, stick	stecken				Wo ist denn mein Pass? Ich hatte ihn doch in die Handtasche gesteckt.	Where is my passport then? I put it in my purse.	Du kannst reingehen. Der Schlüssel steckt.	You can go in. The key is in.	Die Zeitung steckt im Briefkasten.	The newspaper is in the mailbox.
die Steckdose, -n	socket	Steckdose	die			Wir haben keine Steckdose in diesem Zimmer.	We have no outlet in this room.				
der Stecker, -	plug	Stecker	der			Der Stecker passt nicht in diese Steckdose.	The plug does not fit into this socket.				
stehen, steht, stand, hat gestanden	to stand	stehen				In meinem Beruf muss ich viel stehen.	I have to stand up a lot in my job.	Als wir kamen, stand das Essen schon auf dem Tisch.	When we arrived, the food was already on the table.	Der Bus steht schon an der Haltestelle.	The bus is already at the bus stop.
stehen bleiben	to stay	stehen bleiben				Bitte bleiben Sie stehen.	Please stop.	Meine Uhr ist stehen geblieben.	My watch has stopped.		
stehlen, stiehlt, stahl, hat gestohlen	to steal	stehlen				Gestern hat mir jemand im Zug meine Uhr gestohlen.	Yesterday somebody stole my watch on the train.				
steigen, steigt, stieg, ist gestiegen	to rise, climb	steigen				Die Preise für Milch und Gemüse steigen.	The prices for milk and vegetables are rising.	Gegen Abend ist das Fieber wieder gestiegen.	Towards evening the fever has risen again.		
steil	steep	steil				Die Straße zu unserem Haus ist sehr steil.	The road to our house is very steep.				
der Stein, -e	stone	Stein	der			Die Kinder werfen Steine ins Wasser.	The children throw stones into the water.				
die Stelle, -n	place, post, job	Stelle	die			Ich habe eine neue Stelle.	I have a new job.	Wir treffen uns hier an dieser Stelle.	We meet here at this point.	Diese Stelle in seinem Brief ist mir nicht ganz klar.	This passage in his letter is not clear to me.
stellen, stellt, stellte, hat gestellt	to put, set	stellen				Stell das Bier in den Kühlschrank!	Put the beer in the fridge!	Ich hole noch Milch. Stell dich bitte schon mal in die Schlange an der Kasse.	I still get milk. Please stand in the queue at the cash register.	Wo kann ich mein Auto hinstellen?	Where can I park my car?
der Stempel, -	stamp, postmark	Stempel	der			Es gilt das Datum des Poststempels.	The date of the postmark applies.				
sterben, stirbt, starb, ist gestorben	to die	sterben				Mein Kollege kommt heute nicht.	My colleague is not coming today.	Sein Vater ist gestern gestorben.	His father died yesterday.	Woran ist er gestorben?	What did he die of?
der Stern, -e	star	Stern	der			Heute sieht man viele Sterne am Himmel.	Today you can see many stars in the sky.				
die Steuer, -n	tax	Steuer	die			Wir müssen immer mehr Steuern zahlen.	We have to pay more and more taxes.	Haben Sie Ihre Lohnsteuerkarte dabei?	Do you have your income tax card with you?		
still	still, quiet	still				Sei doch mal einen Moment still!	Be still for a moment!	Maria kann nicht still sitzen.	Maria can not sit still.		
der Stiefel, -	boots	Stiefel	der			Ich habe mir für den Winter ein Paar warme Stiefel gekauft.	I bought a pair of warm boots for the winter.				
die Stimme, -n	voice	Stimme	die			Ich habe dich sofort an der Stimme erkannt.	I recognized you immediately by the voice.				
stimmen, stimmt, stimmte, hat gestimmt	to be right, vote	stimmen				Meine Adresse stimmt nicht mehr.	My address is not correct anymore.	Das Wetter in Deutschland könnte besser sein. - Das stimmt.	"The weather in Germany could be better. - That's true."		
die Stimmung, -en	atmosphere, mood	Stimmung	die			Es war eine tolle Party. Die Stimmung war sehr gut.	It was a great party. The mood was very good.				
die Stirn, -en	forehead	Stirn	die			Mach dir die Haare aus der Stirn.	Get your hair out of your forehead.				
stinken, stinkt, stank, hat gestunken	to stink	stinken				Was stinkt denn hier so? - Das ist die Farbe. Wir haben frisch gestrichen.	"What stinks like that here? - That's the color. We have freshly painted."	Der Fisch ist nicht mehr gut. - Er stinkt schon.	The fish is not good anymore. - He stinks already.		
"der Stock, -""e"	floor (of building)	Stock	der			Mein Büro ist im 3. Stock, Zimmer 305.	My office is on the 3rd floor, room 305.				
das Stockwerk, -e	storey	Stockwerk	das			Das Gebäude hat zwanzig Stockwerke.	The building has twenty floors.				
der Stoff, -e	material, cloth	Stoff	der			Was für ein Stoff ist das? - Wolle.	What kind of stuff is that? - Wool.	In manchen Farben sind giftige Stoffe.	In some colors are toxic substances.		
stolz	proud	stolz				Mein Sohn ist ganz stolz, dass er die Prüfung bestanden hat.	My son is very proud that he passed the exam.	Ich bin stolz auf dich. Das hast du sehr gut gemacht.	I am proud of you. You have done that very well.		
stoppen, stoppt, stoppte, hat gestoppt	to stop	stoppen				Die Polizei hat mich gestoppt, weil ich bei Rot über die Ampel gegangen bin.	The police stopped me because I went over the traffic lights in red.				
stören, stört, störte, hat gestört	to disturb	stören				Darf ich Sie einen Augenblick stören?	May I disturb you for a moment?	Du kannst das Radio anlassen. - Das stört mich nicht.	You can start the radio. - I do not mind.		
die Störung, -en	disturbance, interference	Störung	die			Entschuldigen Sie bitte die Störung.	Please excuse the error.				
stoßen, stößt, stieß, hat gestoßen	to shove, push, knock, bump	stoßen				Wie haben Sie sich denn verletzt? - Ich habe mich an der Autotür gestoßen.	How did you get hurt? - I came across the car door.				
die Strafe, -n	fine	Strafe	die			Schwarzfahren kostet 60 Euro Strafe.	Schwarzfahren costs 60 euro penalty.				
der Strafzettel, -	ticket (parking)	Strafzettel	der			So ein Pech! Ich habe einmal falsch geparkt und sofort einen Strafzettel bekommen.	Bad luck! I once parked wrong and immediately got a traffic ticket.				
"der Strand, -""e"	beach	Strand	der			Im Urlaub bin ich am liebsten am Strand.	On vacation, I prefer to be on the beach.				
die Straße, -n	street	Straße	die			Wir wohnen in der Gartenstraße.	We live in the garden street.	Unser Haus ist eine Straße weiter.	Our house is one street ahead.	Fahren Sie die erste Straße links.	Take the first left.
die Strecke, -n	stretch, distance	Strecke	die			Sind Sie die ganze Strecke zu Fuß gegangen?	Did you walk all the way?	Auf der Strecke München - Salzburg 8 km Stau.	On the route Munich - Salzburg 8 km congestion.	Ich möchte nach Hamburg fahren. - Können Sie mir sagen, welche Strecke am besten ist?	I want to go to Hamburg. - Can you tell me which route is best?
streichen, streicht, strich, hat gestrichen	to brush, to paint, to cancle	streichen				Ich muss meine Wohnung neu streichen.	I have to repaint my apartment.	Das Wohngeld ist gestrichen. - Wir verdienen jetzt zu viel.	The housing allowance is canceled. - We now earn too much.		
"das Streichholz, -""er"	matches	Streichholz	das			Ich hätte gern eine Schachtel Streichhölzer.	I would like a box of matches.				
streiken, streikt, streikte, hat gestreikt	to strike	streiken				Die Mitarbeiter streiken für höhere Löhne.	The employees strike for higher wages.				
der Streik, -s	strike	Streik	der			Es gab einen Streik am Flughafen. - Deshalb hatte unsere Maschine Verspätung.	"There was a strike at the airport. - That's why our machine was late."				
streiten, streitet, stritt, hat gestritten	to argue	streiten				Die Kinder streiten sich oft.	The children often argue.	Es hat keinen Sinn, mit Ihnen zu streiten.	There is no point arguing with you.		
der Streit, -e	argument	Streit	der			Ich möchte keinen Streit mit den Nachbarn.	I do not want a fight with the neighbors.				
streng	strict	streng				Unsere Tochter hat einen sehr strengen Lehrer.	Our daughter has a very strict teacher.				
der Stress, -e	stress	Stress	der			Ich habe bei der Arbeit viel Stress.	I have a lot of stress at work.				
"der Strom, -""e"	current (electricity)	Strom	der			Wie kann ich im Haushalt Strom sparen?	How can I save electricity in the home?				
"der Strumpf, -""e"	tights	Strumpf	der			Wo sind meine roten Strümpfe?	Where are my red stockings?				
das Stück, -e / -stück, -e	piece	Stück	das			Ich nehme zwei Stück Zucker in den Kaffee.	I take two pieces of sugar in the coffee.	Möchten Sie noch ein Stück Kuchen?	Would you like some more cake?	Wie viele Gepäckstücke haben Sie?	How many pieces of luggage do you have?
studieren, studiert, studierte, hat studiert	to study	studieren				Mein Sohn will Medizin studieren.	My son wants to study medicine.	Ich studiere in Mainz.	I study in Mainz.		
der Student, -en	student	Student	der			Schüler und Studenten zahlen die Hälfte.	Pupils and students pay half.				
das Studium, die Studien	studies	Studium	das			Sie brauchen für diese Stelle ein fertiges Studium.	You need a completed degree for this position.				
das Studio, -s	studio	Studio	das			Zu Gast im Studio sind heute ...	Guests in the studio are today ...				
die Stufe, -n	step	Stufe	die			Vorsicht, Stufe!	Careful, level!	Die Volkshochschule bietet Sprachkurse auf verschiedenen Stufen an.	The Volkshochschule offers language courses at various levels.		
"der Stuhl, -""e"	chair	Stuhl	der			Da hinten ist noch ein Stuhl frei.	There is still a chair free at the back.				
stumm	silent, dumb	stumm				Stell bitte dein Handy leise oder auf stumm.	Please make your phone quiet or mute.				
die Stunde, -n	hour	Stunde	die			Ich bin in einer Stunde wieder zurück.	"I'll be back in an hour."	Wir haben heute nur vier Stunden Schule.	We only have four hours of school today.	Ich warte seit zwei Stunden auf dich.	"I've been waiting for you for two hours."
"der Sturm, -""e"	storm	Sturm	der			Im Radio haben sie Regen und Sturm angesagt.	On the radio they announced rain and storm.				
stürzen, stürzt, stürzte, ist gestürzt	to fall	stürzen				Ich bin auf der Straße gestürzt und habe mir den Fuß gebrochen.	I fell in the street and broke my foot.				
suchen, sucht, suchte, hat gesucht	to search for, look for	suchen				Ich suche meine Brille.	I am looking for my glasses.	Wir suchen eine größere Wohnung.	We are looking for a bigger apartment.	Wen suchen Sie?	Who do you look for?
der Süden/Süd/Süd (Sg.)	south	Süden	der			Dieser Ort liegt im Süden der Schweiz.	This place is located in the south of Switzerland.	Menschen aus Nord und Süd feiern dieses Fest.	People from North and South celebrate this festival.	z. B. Süddeutschland, Südbahnhof, Südwind, ...	z. B. South Germany, South Station, south wind, ...
südlich	southern, south	südlich				Mein Dorf liegt südlich von München.	My village is located south of Munich.				
"der Supermarkt, -""e"	supermarket	Supermarkt	der			Donnerstags gehe ich immer in den Supermarkt.	On Thursdays I always go to the supermarket.				
die Suppe, -n	soup	Suppe	die			Schmeckt dir die Suppe?	Does the soup taste good?				
süß	sweet	süß				Ich esse gern süße Sachen.	I like to eat sweet things.	Die kleine Eva ist aber wirklich süß.	The little Eva is really cute.		
das Symbol, -e	symbol	Symbol	das			Das Herz ist ein Symbol für die Liebe.	The heart is a symbol of love.	Auf dem Bildschirm finden Sie viele Symbole.	There are many icons on the screen.		
sympathisch	likeable	sympathisch				Ich finde unsere neue Kollegin sehr sympathisch.	I like our new colleague very much.	Der neue Chef ist sehr sympathisch.	The new boss is very personable.		
das System, -e	system	System	das			Welches Betriebssystem hast du?	Which operating system do you have?	Ich kenne Ihr System nicht. Können Sie es mir erklären?	I do not know your system. Can you explain it to me?		
die Tabelle, -n	table	Tabelle	die			Tragen Sie die richtige Information in die Tabelle ein.	Enter the correct information in the table.				
die Tablette, -n	pill	Tablette	die			Nehmen Sie dreimal täglich eine Tablette.	Take one tablet three times a day.				
die Tafel, -n	table, blackboard	Tafel	die			Der Lehrer schreibt das neue Wort an die Tafel.	The teacher writes the new word on the blackboard.	Sie finden am Eingang eine Informationstafel.	You will find an information board at the entrance.	Ich hätte gern zwei Tafeln Schokolade.	I would like to have two bars of chocolate.
"der Tagesablauf, -""e"	daily routine	Tagesablauf	der			Wie ist Ihr Tagesablauf?	How is your daily routine?				
"die Tagesmutter, -"""	nanny	Tagesmutter	die			Wenn ich im Deutschkurs bin, ist mein Sohn bei der Tagesmutter.	"When I'm in the German class, my son is with the childminder."				
"das Tal, -""er"	valley	Tal	das			Unser Dorf liegt in einem Tal.	Our village is located in a valley.				
tanken, tankt, tankte, hat getankt	to fill fuel/ gas	tanken				Wir müssen unbedingt tanken. Wir haben fast kein Benzin mehr.	We absolutely must refuel. We have almost no gas left.	Bitte einmal volltanken!	Please fill up once!		
die Tankstelle, -n	fuel station	Tankstelle	die			Wo ist die nächste Tankstelle?	Where is the nearest gas station?				
die Tante, -n	aunt	Tante	die			Meine Tante heißt Clara.	"My aunt's name is Clara."				
tanzen, tanzt, tanzte, hat getanzt	to dance	tanzen				Auf der Hochzeit haben wir viel getanzt.	We danced a lot at the wedding.				
"der Tanz, -""e"	dance	Tanz	der			Diese modernen Tänze kann ich nicht.	I can not do these modern dances.				
der Tarif, -e	tariff	Tarif	der			Die Städtischen Verkehrsbetriebe wollen die Tarife erhöhen.	The municipal transport companies want to increase tariffs.				
die Tasche, -n	pocket, handbag	Tasche	die			Ich habe nicht viel Gepäck, nur eine Tasche.	I do not have much luggage, just a bag.	Meine Jacke hat keine Taschen.	My jacket has no pockets.		
"das Taschentuch, -""er"	handkerchief	Taschentuch	das			Hast du ein Taschentuch für mich?	Do you have a handkerchief for me?				
die Tasse, -n	cup	Tasse	die			Die Tassen sind von meiner Großmutter.	The cups are from my grandmother.	Möchten Sie eine Tasse Kaffee?	Would you like a cup of coffee?		
die Taste, -n	key (on a keyboard)	Taste	die			An meinem Handy ist eine Taste kaputt.	On my phone, a button is broken.	Du musst jetzt die Stopp-Taste drücken.	You must now press the stop button.		
die Tastatur, -en	keyboard	Tastatur	die			Die Tastatur an meinem Computer ist ganz neu.	The keyboard on my computer is brand new.				
die Tat, -en	act, deed, action	Tat	die			Danke für die Hilfe. Das war wirklich eine gute Tat!	Thanks for your help. That was really a good deed!				
der Täter, -	perpetrator, culprit	Täter	der			Die Polizei hat den Täter endlich gefasst.	The police have finally caught the culprit.	Können Sie den Täter beschreiben?	Can you describe the culprit?		
die Tätigkeit, -en	activity	Tätigkeit	die			Welche Tätigkeit würde Ihnen Spaß machen?	Which activity would you enjoy?				
täuschen, täuscht, täuschte, hat getäuscht	deceive	täuschen				Ich habe mich getäuscht. Es war doch eine andere Hausnummer.	I was wrong. It was a different house number.				
das Taxi, -s	taxi	Taxi	das			Soll ich ein Taxi für Sie bestellen?	Should I order a taxi for you?				
das Team, -s	team	Team	das			Ich arbeite gerne im Team.	I like to work in a team.				
die Technik, -en	technology, technique	Technik	die			Ich verstehe nicht viel von Technik.	I do not understand much about technology.	Um die Aufgaben zu lösen, brauchst du eine gute Arbeitstechnik.	To solve the tasks, you need a good working technique.		
technisch	technical	technisch				Es gab ein technisches Problem.	There was a technical problem.	Mein Bruder ist technisch sehr interessiert.	My brother is very interested in technology.		
der Tee, -s	tea	Tee	der			Bitte einen Tee mit Zitrone.	Please a tea with lemon.	Was kostet dieser Tee hier?	What does this tea cost here?		
der Teil, -e	part	Teil	der			Dieses Teil müssen wir erst bestellen.	We have to order this part first.	Was steht in dem Brief? Ich habe den ersten Teil nicht verstanden.	"What's in the letter? I did not understand the first part."	Der Film hat zwei Teile. Heute kommt Teil 1.	The movie has two parts. Today comes Part 1.
die Teilzeit, -en	part-time	Teilzeit	die			Ich arbeite im Moment nur Teilzeit.	"I'm currently working part-time."				
teilen, teilt, teilte, hat geteilt	to share	teilen				Mein Mann und ich teilen uns die Arbeit.	My husband and I share the work.	Wollen wir uns eine Pizza teilen?	Do we want to share a pizza?	Was machst du mit dem Gewinn? - Ich teile ihn mit meiner Schwester.	What are you doing with the profit? - I share it with my sister.
teilnehmen, nimmt teil, nahm teil, hat teilgenommen	to take part	teilnehmen				Leider konnte ich an dem Kurs nicht regelmäßig teilnehmen.	Unfortunately I could not attend the course regularly.				
die Teilnahme, -n	participation	Teilnahme	die			Die Teilnahme am Gewinnspiel ist kostenlos.	Participation in the competition is free.				
der Teilnehmer, -	participant	Teilnehmer	der			Die Teilnehmer aus unserem Kurs kommen aus verschiedenen Ländern.	The participants from our course come from different countries.				
teilweise	partially	teilweise				War der Test schwierig? - Teilweise.	Was the test difficult? - Partially.	Kannst du mir den Satz erklären? Ich verstehe ihn nur teilweise.	Can you explain the sentence to me? I only partially understand him.		
telefonieren, telefoniert, telefonierte, hat telefoniert	to telephne	telefonieren				Ich muss kurz telefonieren.	I have to call briefly.	Mein Mann telefoniert gerade. Er ruft Sie zurück.	My husband is on the phone right now. He calls her back.		
das Telefon, -e	telephone	Telefon	das			Darf ich bitte Ihr Telefon benutzen?	May I use your phone please?	Haben Sie Telefon?	Do you have a telephone?		
der Teller, -	plate	Teller	der			Stell bitte schon mal die Teller auf den Tisch!	Please put the plates on the table!	Willst du noch einen Teller Suppe?	Do you want another bowl of soup?		
die Temperatur, -en	temperature	Temperatur	die			Mittagstemperaturen um 25 Grad.	Midday temperatures around 25 degrees.				
das Tempo (Sg.)	speed	Tempo	das			Hier darfst du nur Tempo 30 fahren.	Here you can only drive at tempo 30.	Achtung. Hier ist eine Tempo-30-Zone.	Danger. Here is a Tempo 30 zone.		
das Tennis (Sg.)	tennis	Tennis	das			Meine Tochter spielt Tennis.	My daughter plays tennis.				
der Teppich, -e	carpet	Teppich	der			Ich habe mir einen neuen Teppich gekauft.	I bought a new carpet.	Hat die Wohnung Teppichboden?	Does the apartment have carpet?		
der Termin, -e	appointment	Termin	der			Als Termin schlage ich den 3. Mai vor.	As an appointment, I suggest the 3rd of May.	Ich hätte gern einen Termin.	I would like to make an appointment.		
die Terrasse, -n	terrace	Terrasse	die			Setzen wir uns auf die Terrasse!	"Let's sit on the terrace!"				
testen, testet, testete, hat getestet	test	testen				Testen Sie unsere Angebote kostenlos.	Try our offers for free.				
der Test, -s	test	Test	der			Ich bin ganz sicher: Du wirst den Test schaffen.	I am quite sure: You will make the test.				
teuer	expensive	teuer				Ich finde das nicht teuer.	"I do not think that's expensive."	Dieses Geschäft ist mir zu teuer.	This business is too expensive for me.		
der Text, -e	text	Text	der			Lesen Sie den Text.	Read the text.				
das Theater, -	theatre	Theater	das			Wir gehen nächste Woche ins Theater.	"We're going to the theater next week."	Der Bus hält direkt am Theater.	The bus stops directly at the theater.		
das Thema, die Themen	subject, theme	Thema	das			Wir haben im Kurs viel über das Thema Umwelt gesprochen.	We talked a lot about the environment in the course.				
theoretisch	theoretical	theoretisch				Ich habe die theoretische Prüfung bestanden. Nach der praktischen bekomme ich den Führerschein.	"I passed the theoretical exam. After the practical I get the driver's license."				
die Therapie, -n	therapy	Therapie	die			Die Therapie hat geholfen. Es geht mir schon viel besser.	"The therapy helped. I'm already feeling better."				
das Ticket, -s	ticket	Ticket	das			Wir müssen die Flugtickets abholen.	We have to pick up the plane tickets.	Wie viel kostet das Ticket?	How much is the ticket?		
tief	deep	tief				Vorsicht, Kinder! Das Wasser ist hier sehr tief.	Careful, kids! The water is very deep here.	Der Schrank ist drei Meter breit und 60 Zentimeter tief.	The cabinet is three meters wide and 60 inches deep.	Bitte jetzt tief einatmen!	Please take a deep breath now!
das Tier, -e	animal	Tier	das			Meine Tochter mag Tiere.	My daughter likes animals.				
das Haustier, -e	pet, domestic animal	Haustier	das			Wir haben kein Haustier.	We do not have a pet.				
der Tierpark, -s	zoo, animal park	Tierpark	der			Wollen wir am Samstag mit den Kindern in den Tierpark gehen?	Do we want to go to the zoo with the kids on Saturday?				
der Tipp, -s	tip	Tipp	der			Kannst du mir einen Tipp geben? Wo finde ich billige Möbel?	Can you give me a hint? Where can I find cheap furniture?				
der Tisch, -e	table	Tisch	der			Warum kommst du so spät? Das Essen steht schon auf dem Tisch.	Why are you so late? The food is already on the table.				
der Titel, -	title	Titel	der			Wie heißt der Film? - Ich weiß den Titel nicht mehr.	What is the title of the movie? - I do not remember the title.				
"die Tochter, -"""	daughter	Tochter	die			Das ist meine Tochter Katharina.	This is my daughter Katharina.				
der Tod, -e	death	Tod	der			Ich habe meinen Großvater vor seinem Tod noch einmal gesehen.	I saw my grandfather again before he died.				
tödlich	deathly	tödlich				Mein Kollege hatte einen tödlichen Unfall.	My colleague had a fatal accident.				
die Toilette, -n	toilet	Toilette	die			Wo ist die Toilette bitte?	Where is the toilet, please?				
tolerant	tolerant	tolerant				Die Nachbarn hören oft laut Musik. Wir müssen sehr tolerant sein.	The neighbors often hear loud music. We have to be very tolerant.				
toll	great	toll				Ich habe mir ein tolles Kleid gekauft.	I bought a great dress.	Unser Urlaub war toll.	Our vacation was great.		
die Tomate, -n	tomato	Tomate	die			Kauf bitte noch Tomaten auf dem Markt.	Please buy tomatoes in the market.				
die Tonne, -n	ton, bin	Tonne	die			Der Bio-Müll kommt in die grüne Tonne.	The bio-waste comes in the green bin.				
das Top, -s	top	Top	das			Für den Sommer habe ich mir ein paar schöne Tops gekauft.	For the summer I bought some nice tops.				
"der Topf, -""e"	pot	Topf	der			Hast du keinen größeren Topf? Ich möchte Kartoffeln kochen.	Do not you have a bigger pot? I want to cook potatoes.				
das Tor, -e	gate, goal	Tor	das			Hinter dem Tor geht es zur Fabrik.	Behind the gate, it goes to the factory.	Mein Bruder hat gestern wieder ein Tor geschossen.	My brother scored again yesterday.		
tot	dead	tot				Meine Großeltern sind schon lange tot.	My grandparents are long dead.				
der Tote, -n	dead	Tote	der			Bei dem Unfall gab es zwei Tote.	There were two dead in the accident.				
total	totally, completely	total				Der Film war total langweilig.	The movie was totally boring.				
die Tour, -en	tour	Tour	die			Am Wochenende machen wir eine Tour durch die Dörfer.	At the weekend we do a tour through the villages.				
der Tourismus (Sg.)	tourism	Tourismus	der			In dieser Gegend gibt es viel Tourismus.	There is a lot of tourism in this area.				
der Tourist, -en	tourist	Tourist	der			Es kommen immer mehr Touristen in unsere Stadt.	More and more tourists are coming to our city.				
die Tradition, -en	tradition	Tradition	die			Eine große Hochzeit mit vielen Leuten ist bei uns Tradition.	A big wedding with many people is our tradition.				
traditionell	traditional	traditionell				Ich mag die traditionelle Küche.	I like the traditional cuisine.				
tragen, trägt, trug, hat getragen	to carry, wear	tragen				Lass mich den Koffer tragen. Der ist zu schwer für dich.	"Let me carry the suitcase. That's too hard for you."	Mein Bruder trägt eine Brille.	My brother wears glasses.	Die Kosten trägt die Krankenkasse.	The costs are borne by the health insurance.
trainieren, trainiert, trainierte, hat trainiert	to train	trainieren				Wir trainieren einmal pro Woche im Sportverein.	We train once a week in the sports club.				
der Trainer, -	trainer, coach	Trainer	der			Ich finde unseren Trainer sehr nett.	I think our coach is very nice.				
das Training, -s	training	Training	das			Jeden Dienstag ist Training.	Every Tuesday is training.	Ich gehe jede Woche zum Training.	I go to training every week.		
transportieren, transportiert, transportierte, hat transportiert	transport	transportieren				Wie willst du die Möbel denn transportieren?	How do you want to transport the furniture?				
der Transport, -e	transport	Transport	der			Was kostet der Transport?	How much is the transport?				
die Trauung, -en	wedding	Trauung	die			Ich bin zur Hochzeit eingeladen. Die Trauung ist um 11 Uhr.	"I'm invited to the wedding. The wedding is at 11 o'clock."				
träumen, träumt, träumte, hat geträumt	to dream	träumen				Ich habe schlecht geträumt.	I had a bad dream.	Ich träume von einem großen Haus mit Garten.	I dream of a big house with a garden.		
"der Traum, -""e / Traum-"	dream	Traum	der			Mein Traum ist ein eigenes Geschäft.	My dream is my own business.	Mein Traumberuf ist Feuerwehrmann.	My dream job is firefighter.		
traurig	sad	traurig				Ich bin traurig. Ich darf nicht mitfahren.	"I'm sad. I can not ride."	Das war ein sehr trauriger Film.	That was a very sad movie.		
treffen, trifft, traf, hat getroffen	to meet	treffen				Wir treffen uns immer freitags.	We meet every Friday.	Ich habe Petra zufällig in der Stadt getroffen.	I happened to meet Petra in town.		
der Treffpunkt, -e	meeting point	Treffpunkt	der			Unser Treffpunkt ist um 17 Uhr am Hauptbahnhof.	"Our meeting point is at 17 o'clock at the central station."				
treiben, treibt, trieb, hat getrieben	to play sport	treiben				Welchen Sport treibst du?	Which sport are you doing?				
trennen, trennt, trennte, hat getrennt	to seperate	trennen				Wir leben getrennt.	We live separately.	Meine Freundin und ihr Mann haben sich getrennt.	My girlfriend and her husband have separated.		
die Trennung, -en	seperation	Trennung	die			Meine Kollegin ist noch nicht geschieden, aber sie lebt in Trennung.	My colleague is not yet divorced, but she lives in separation.	Die Trennung von der Familie war schwierig.	The separation from the family was difficult.		
die Treppe, -n	stairs, steps	Treppe	die			Wo ist die Toilette? - Die Treppe hoch und dann links.	Where is the toilet? - Up the stairs and then left.	Meine Oma kann nicht gut Treppen steigen.	My grandma can not climb stairs very well.		
treten, tritt, trat, hat/ ist getreten	to step, kick	treten				Ich bin in ein Stück Glas getreten.	I stepped into a piece of glass.				
treu	true	treu				Herr Maier ist ein treuer Kunde von uns.	Mr. Maier is a loyal customer of ours.				
trinken, trinkt, trank, hat getrunken	to drink	trinken				Trinken Sie einen Tee mit uns?	Do you drink tea with us?				
das Trinkgeld, -er	tip	Trinkgeld	das			Ich habe dem Kellner zwei Euro Trinkgeld gegeben.	I gave the waiter two euros tip.				
trocknen, trocknet, trocknete, ist/ hat getrocknet	to dry	trocknen				Ich habe mir die Haare getrocknet.	I dried my hair.	Haben Sie getrocknete Pflaumen?	Do you have dried plums?		
trocken	dry	trocken				Die Wäsche ist noch nicht trocken.	The laundry is not dry yet.	Bitte einen trockenen Wein.	Please a dry wine.	Hoffentlich regnet es bald. Alles ist ganz trocken.	Hopefully it will rain soon. Everything is completely dry.
der Tropfen, -	drop	Tropfen	der			Hast du die Tropfen schon genommen?	Did you take the drops already?				
trotz	despite	trotz				Trotz Grippe bin ich zur Arbeit gegangen.	Despite the flu, I went to work.				
trotzdem	nevertheless, although	trotzdem				Es war ziemlich kalt. Trotzdem bin ich schwimmen gegangen.	It was pretty cold. Nevertheless, I went swimming.				
das T-Shirt, -s	t-shirt	T-Shirt	das			Es ist sehr warm draußen. Zieh dir lieber nur ein T- Shirt an.	It is very warm outside. Just put on a T-shirt.				
tun, tut, tat, hat getan	to do, make	tun				Ich habe heute viel zu tun.	I have a lot to do today.	Was kann ich für Sie tun?	What can I do for you?	Ich habe zu viel Zucker in den Kaffee getan.	I have done too much sugar in the coffee.
die Tür, -en	door	Tür	die			Machen Sie bitte die Tür zu! Es zieht.	Please close the door! It pulls.				
"der Turm, -""e"	tower	Turm	der			Kommen Sie auf den Turm, von hier sieht man die ganze Stadt.	Come on the tower, from here you can see the whole city.				
die Tüte, -n	bag	Tüte	die			Geben Sie mir bitte eine Tüte.	Please give me a bag.				
der Typ, -en	type	Typ	der			Mein Nachbar ist ein netter Typ.	My neighbor is a nice guy.	Reparieren Sie alle Autotypen?	Do you repair all car types?		
typisch	typical	typisch				Im Hotel gab es typisch deutsches Essen.	The hotel had typical German food.				
U-Bahn, -en	underground train	U-Bahn	die			Ich fahre mit der U- Bahn.	I take the subway.				
üben	to practise	üben				Ich kann noch nicht so gut Deutsch sprechen. Ich muss mehr üben.	I do not speak German so well yet. I have to practice more.				
die Übung, -en	practise	Übung	die			Diese Übung war sehr schwer.	This exercise was very difficult.	Ich fahre nicht oft Auto. Mir fehlt die Übung.	I do not drive cars often. I am missing practice.		
über	over, above, via	über				Die Müllers wohnen direkt über uns.	The Müllers live directly above us.	Pass bitte auf, wenn du über die Straße gehst.	Please be careful if you go across the street.	Fahren Sie über Stuttgart oder über Würzburg?	Do you drive via Stuttgart or via Würzburg?
überall	everywhere	überall				Ich habe überall gesucht, aber meine Brille ist weg.	I searched everywhere, but my glasses are gone.				
überfahren, überfährt, überfuhr, hat überfahren	to run over	überfahren				Gestern hat ein Autofahrer einen Fußgänger überfahren.	Yesterday a motorist ran over a pedestrian.				
überhaupt	at all	überhaupt				Die Suppe schmeckt mir überhaupt nicht.	The soup does not taste good at all.	Ich kenne hier überhaupt niemand.	I know nobody here at all.	Tut mir leid. Ich habe überhaupt keine Zeit.	"I'm sorry. I have no time at all."
überholen, überholt, überholte, hat überholt	to overtake	überholen				Hier dürfen LKWs nicht überholen.	Here trucks are not allowed to overtake.				
überlegen, überlegt, überlegte, hat überlegt	to consider	überlegen				Ich kann mich nicht entscheiden. Ich muss mir das noch überlegen.	I can not decide. I still have to think about it.	Ich habe mir überlegt, ein Auto zu kaufen.	I thought about buying a car.	Ich habe lange überlegt, was ich machen soll.	I thought long and hard about what to do.
übermorgen	the day after tomorrow	übermorgen				Morgen kann ich nicht. Wir sehen uns übermorgen.	Tomorrow I can not. See you the day after tomorrow.				
