ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Position
207606,Jay Lynch,29,England,64,64,Fleetwood Town,40000000,200000,GK
165110,Adrian Scarlatache,35,Romania,64,64,Mioveni,15000000,100000,CB
258550,Ayman Azhil,21,Germany,64,74,Bayer 04 Leverkusen,1200000,700000,CDM
233719,Shihao Piao,30,China PR,64,64,Shijiazhuang Ever Bright,50000000,200000,RWB
236279,Ibrahima Conté,26,Guinea,64,68,Niort,72500000,200000,CB
233976,Nelson Arturo Freitosa Ruiz,26,Brazil,64,64,Ceará,47500000,200000,GK
177912,Magnus Lekven,34,Norway,64,64,Odd,27500000,100000,CM
248568,Patryk Makuch,23,Poland,64,72,Cracovia Kraków,1300000,300000,ST
259064,Remco Balk,21,Netherlands,64,74,SC Cambuur,1300000,300000,LW
261112,Patricio Ostachuk,22,Argentina,64,70,Independiente,85000000,300000,CB
206073,Ayo Obileye,27,England,64,64,Livingston,55000000,200000,CB
229881,Ariel Lassiter,27,Costa Rica,64,64,Inter Miami,62500000,200000,RM
257785,Marco Brescianini,22,Italy,64,74,Cosenza,1200000,900000,CDM
262906,Yannik Engelhardt,21,Germany,64,74,Freiburg II,1200000,400000,CDM
225019,Ronaldo Cisneros,25,Mexico,64,68,Atlanta United,82500000,200000,ST
228091,Markus Nakkim,25,Norway,64,69,HamKam,77500000,100000,CB
240123,Luca Plogmann,22,Germany,64,71,Go Ahead Eagles,1000000,100000,GK
262396,Jay Idzes,22,Netherlands,64,70,Go Ahead Eagles,85000000,200000,CB
262652,Lenny Joseph,21,France,64,73,Metz,1300000,200000,ST
261884,Diego Calcaterra,20,Argentina,64,74,San Lorenzo,1200000,200000,CB
263421,Lasso Coulibaly,19,Ghana,64,79,Nordsjælland,1400000,200000,RW
212990,Callum Camps,26,Northern Ireland,64,65,Stockport County,67500000,400000,CM
234496,Omar Bogle,28,England,63,63,Newport County,50000000,400000,ST
258560,Slobodan Tedić,22,Serbia,63,70,Barnsley,97500000,1800000,ST
263169,Filip Stevanović,19,Serbia,63,80,Santa Clara,1200000,1100000,LM
222209,Gabriel Mutombo,26,France,63,67,Troyes,60000000,400000,CB
165889,Chu Young Park,36,Korea Republic,63,63,Ulsan,16000000,200000,ST
234241,Beryly Lubala,24,Congo DR,63,67,Colchester United,70000000,300000,LM
240129,Mathias Haarup,26,Denmark,63,65,Jerv,55000000,100000,LWB
196353,Chris Hussey,33,England,63,63,Stockport County,25000000,300000,LWB
269314,Daniel Heber,27,Germany,63,65,Rot-Weiss Essen,50000000,100000,CB
238850,Bart Meijers,25,Netherlands,63,69,Petrolul 52,67500000,200000,CB
243714,Eris Abedini,23,Kosovo,63,68,Winterthur,67500000,200000,CDM
265731,Suleiman Camara Sanneh,21,Spain,63,74,UD Ibiza,1100000,100000,RM
219907,Naser Aliji,28,Albania,63,63,Voluntari,42500000,300000,LWB
241923,Vagner José Dias Goncalves,26,Cape Verde Islands,63,66,RFC Seraing,62500000,200000,ST
242947,Robin Kehr,22,Germany,63,75,SpVgg Greuther Fürth,1200000,200000,LM
243203,Kasper Høgh,21,Denmark,63,70,AaB,97500000,300000,ST
243459,Tom Barlow,26,United States,63,63,New York RB,52500000,200000,ST
253955,Jiaqi Han,22,China PR,63,73,Guangzhou R&F,92500000,100000,GK
262404,Felix Bacher,22,Austria,63,72,Wattens,1000000,200000,CB
237316,Brandon Cooper,22,Wales,63,74,Swansea City,1000000,500000,CB
252164,Jesús Ramírez,24,Venezuela,63,68,Marítimo,72500000,200000,ST
262149,Abdoullah Ba,18,France,63,76,Sunderland,1100000,100000,CM
263685,Caleb Taylor,19,England,63,76,Cheltenham Town,1100000,300000,CB
200197,Nicolás Blandi,32,Argentina,63,63,San Lorenzo,40000000,300000,ST
266501,Balthazar Pierret,22,France,63,70,Quevilly Rouen,92500000,100000,CDM
258821,Luca Kronberger,20,Austria,63,74,Ried,1100000,300000,LM
264710,Emmanuel Boateng,25,Ghana,63,68,Elfsborg,70000000,100000,CM
269318,Cedric Harenbrock,24,Germany,63,68,Rot-Weiss Essen,72500000,100000,CAM
215302,François Marquet,27,Belgium,63,63,U Craiova 1948,50000000,300000,CM
235014,Jonny Smith,24,England,63,66,Burton Albion,65000000,100000,RM
245510,Abdullah Hassoun,25,Saudi Arabia,63,68,Dhamk,65000000,400000,RB
262663,Kimberly Ezekwem,21,Germany,63,71,SC Freiburg,1000000,400000,LB
241415,Rasmus Wiedesheim-Paul,23,Sweden,63,71,Helsingborg,1100000,200000,ST
248071,Denis Rusu,31,Moldova,63,63,Universitatea Craiova,25000000,200000,GK
248584,Alexandre Phliponeau,22,France,63,72,Annecy,1000000,100000,CDM
204297,Anthony O'Connor,29,Republic of Ireland,63,63,Morecambe,40000000,200000,CB
244489,Paterson Chato,25,Germany,63,65,Osnabrück,55000000,100000,CDM
215562,Rob Hunt,26,England,63,63,Leyton Orient,47500000,300000,LB
226058,Ivan Knezevic,28,Croatia,63,63,Erzgebirge Aue,47500000,100000,CAM
240650,Ramy Najjarine,22,Australia,63,67,Western Sydney Wanderers,70000000,200000,LM
259082,Jamie Lawrence,19,Germany,63,77,Magdeburg,1100000,500000,CB
235787,André António Rosário Teles,25,Portugal,63,67,Marítimo,67500000,200000,CM
210700,Mohammed Abusabaan,32,Saudi Arabia,63,63,Al Feiha,32500000,500000,CDM
253452,Miguel Azeez,19,England,63,80,UD Ibiza,1200000,800000,CM
236557,Omari Patrick,26,England,63,66,Carlisle United,62500000,300000,ST
179725,Joris Sainati,33,France,63,63,Bastia,23000000,100000,CB
247309,Sam Junqua,25,United States,63,66,Houston Dynamo,57500000,200000,LB
184077,Rolf Daniel Vikstøl,33,Norway,63,63,Viking,25000000,100000,LB
256525,Federico Versaci,20,Argentina,63,74,Defensa y Justicia,1100000,200000,LM
260109,Ömürcan Artan,22,Turkey,63,68,Gaziantep F.K.,70000000,300000,RB
207886,Andreas Oggesen,28,Denmark,63,63,Silkeborg,47500000,300000,CM
212750,Erik Hurtado,31,United States,63,63,Columbus Crew,40000000,200000,ST
251662,Aljaž Casar,21,Slovenia,63,73,Hallescher FC,1100000,100000,CM
225807,Bogdan Vaštšuk,26,Estonia,63,64,Stal Mielec,57500000,100000,CAM
228624,Mohammed Khubrani,28,Saudi Arabia,63,64,Al Khaleej,45000000,300000,CB
230928,Alexander Sorge,29,Germany,63,63,Erzgebirge Aue,40000000,100000,CB
245008,Manuel Haas,26,Austria,63,66,Osnabrück,57500000,100000,LB
255760,Bartłomiej Wdowik,21,Poland,63,73,Jagiellonia Białystok,1000000,100000,LWB
211217,Dan Sweeney,28,England,63,63,Stevenage,42500000,200000,CB
240657,Federico Ravaglia,22,Italy,63,73,Reggina,92500000,400000,GK
262674,Emilio Kehrer,20,Germany,63,73,Cercle Brugge,1100000,300000,ST
231954,Xin Xu,28,China PR,63,64,Shanghai SIPG,47500000,400000,CDM
234258,Steve Seddon,24,England,63,65,Oxford United,57500000,200000,LB
241170,Matías Gallegos,25,Argentina,63,66,Unión Santa Fe,65000000,300000,ST
181010,Leigh Broxham,34,Australia,63,63,Melbourne Victory,16000000,200000,CB
251666,Fabian Miesenböck,28,Austria,63,63,Austria Klagenfurt,47500000,300000,LM
254482,Ricky-Jade Jones,19,England,63,78,Peterborough United,1100000,200000,LW
264467,Marvin Çuni,20,Albania,63,73,Saarbrücken,1100000,200000,ST
263956,Lucas Esteves Souza,22,Brazil,63,68,Colorado Rapids,75000000,200000,LM
222484,Daniel Mesenhöler,26,Germany,63,64,Hallescher FC,42500000,100000,GK
231956,Junjian Liao,28,China PR,63,65,Meizhou Hakka,47500000,200000,CB
239636,Ayo Simon Okosun,28,Denmark,63,63,OB,47500000,300000,CM
245268,Hamad Al Yami,23,Saudi Arabia,63,71,Al Hilal,1000000,600000,RB
208917,Khalid Al Ghamdi,34,Saudi Arabia,63,63,Al Shabab,18000000,600000,RB
234261,Matthew Platt,24,England,63,67,Bradford City,62500000,300000,CB
156438,Thomas Gebauer,40,Austria,63,63,LASK Linz,5000000,200000,GK
242710,Tyreece John-Jules,21,England,63,73,Ipswich Town,1100000,300000,ST
252438,Kelvin Ofori,20,Ghana,63,73,Paderborn,1100000,300000,LM
254230,Sabit Abdulai,23,Ghana,63,71,Ponferradina,1100000,500000,CM
243735,Avdo Spahić,25,Bosnia and Herzegovina,63,68,Kaiserslautern,55000000,200000,GK
248855,Japhet Sery Larsen,22,Denmark,63,74,Bodø / Glimt,1000000,100000,CB
258071,Gregorio Tanco,22,Argentina,63,71,Banfield,1000000,300000,CB
270872,Javier Nicolas Vallejo,18,Argentina,63,78,Independiente,1100000,100000,RM
228632,Marvin Ajani,28,Germany,63,63,MSV Duisburg,47500000,200000,RM
235800,Marin Šverko,24,Croatia,63,69,FC Groningen,70000000,200000,CB
243992,Thibault Corbaz,28,Switzerland,63,63,Winterthur,42500000,200000,CDM
261401,Seong Jin Kang,19,Korea Republic,63,81,Seoul,1200000,100000,RW
238106,Wei Wang,33,China PR,63,63,Meizhou Hakka,25000000,200000,RB
248858,Timothy Fayulu,22,Switzerland,63,71,Winterthur,92500000,300000,GK
255002,Patriot Sejdiu,22,Sweden,63,74,Malmö FF,1100000,200000,RW
264219,Ernest Poku,18,Netherlands,63,80,AZ,1200000,100000,RW
200731,Carl Piergianni,30,England,63,63,Stevenage,40000000,200000,CB
246299,Djibril Diani,24,France,63,70,Caen,90000000,100000,CDM
257051,Oscar Schönfelder,21,Germany,63,74,Jahn Regensburg,1100000,400000,LW
258843,Andy Pembélé,21,France,63,75,Rodez,1200000,200000,RM
225564,Marlon Frey,26,Germany,63,66,MSV Duisburg,62500000,200000,CM
230940,Cedric Diomandè Gondo,25,Côte d'Ivoire,63,68,Ascoli,72500000,300000,ST
247580,Allan Cruz,26,Costa Rica,63,66,Cincinnati,62500000,200000,CM
255772,Ryan Raposo,23,Canada,63,69,Vancouver Whitecaps,75000000,200000,LM
195356,Matej Delač,29,Croatia,63,63,Horsens,32500000,200000,GK
227869,William Kurtović,26,Sweden,63,66,Sandefjord,62500000,100000,CM
233245,Shane McLoughlin,25,Republic of Ireland,63,64,Morecambe,57500000,200000,CM
237341,Sam Stubbs,23,England,63,69,Exeter City,70000000,200000,CB
260125,Yair González,20,Argentina,63,71,Argentinos Juniors,1100000,200000,LM
270366,P. Justiniano Almeida Gomes,22,Portugal,63,71,Radomiak Radom,1000000,100000,CB
168990,Ovidiu Hoban,39,Romania,63,63,CFR Cluj,9000000,200000,CDM
257822,Efe Tatlı,19,Turkey,63,72,Fatih Karagümrük,1000000,300000,CM
264735,Ricard Artero Ruiz,19,Spain,63,80,Girona,1200000,300000,CAM
270879,David Torres Ortiz,19,Spain,63,77,Real Valladolid,1100000,200000,CB
205599,Mikołaj Lebedyński,31,Poland,63,63,Stal Mielec,40000000,100000,ST
251167,Serge-Philippe Raux-Yao,23,France,63,74,Rodez,1000000,100000,CB
264480,Simone Canestrelli,21,Italy,63,72,Pisa,1000000,200000,CB
269344,Mario Zebić,26,Croatia,63,66,Korona Kielce,55000000,100000,CB
270368,Emmanuel Yeboah,19,Ghana,63,77,CFR Cluj,1100000,200000,RW
238368,John McAtee,22,England,63,70,Grimsby Town,97500000,600000,CAM
241440,Rahmat Akbari,22,Afghanistan,63,68,Brisbane Roar,72500000,100000,CM
252192,Agustín Lagos,20,Argentina,63,74,Atlético Tucumán,1000000,200000,RB
255776,Jakub Kałuziński,19,Poland,63,79,Lechia Gdańsk,1200000,100000,CM
203809,Aaron Pierre,29,Grenada,63,63,Sutton United,40000000,200000,CB
211745,Philipp Riese,32,Germany,63,63,Erzgebirge Aue,32500000,100000,CDM
213281,Paulo Retre,29,Australia,63,63,Sydney,40000000,200000,CDM
216353,Domagoj Pavičić,28,Croatia,63,63,Konyaspor,47500000,400000,CM
223265,Mikey Devlin,28,Scotland,63,63,Fleetwood Town,42500000,200000,CB
247073,Udoka Godwin-Malife,22,England,63,69,Forest Green Rovers,70000000,200000,CB
269346,Evgeniy Shikavka,29,Belarus,63,63,Korona Kielce,47500000,100000,ST
228642,James Tilley,24,England,63,66,Crawley Town,65000000,300000,RM
266275,Max Alves da Silva,21,Brazil,63,74,Colorado Rapids,1100000,100000,CAM
213283,Bae Jong Park,32,Korea Republic,63,63,Suwon,24000000,100000,GK
236579,Bozhidar Chorbadzhiyski,26,Bulgaria,63,65,Widzew Lodz,52500000,100000,CB
193059,Hans Mulder,35,Netherlands,63,63,RKC Waalwijk,13000000,100000,CB
264228,Naim García García,20,Spain,63,75,Leganés,1200000,200000,RM
269092,Nathan Fogaça,23,Brazil,63,70,Portland Timbers,97500000,200000,ST
269348,Dalibor Takáč,24,Slovakia,63,68,Korona Kielce,72500000,100000,CM
270116,Raphael Schifferl,22,Austria,63,69,Wolfsberger AC,70000000,300000,CB
254244,Nabil Touaizi Zoubdi,21,Morocco,63,70,Espanyol,97500000,300000,ST
248101,Ionuț Biceanu,28,Romania,63,63,Hermannstadt,42500000,100000,CDM
258341,Uriel Jové Balero,22,Spain,63,70,FC Cartagena,90000000,200000,CB
259621,Yusuf Barası,19,Turkey,63,76,AZ,1100000,200000,ST
263206,Yentl Van Genechten,21,Belgium,63,71,AS Eupen,1000000,200000,RB
263718,Federico Paradela,23,Argentina,63,72,Sarmiento,1100000,200000,CM
212006,Billy Waters,27,England,63,63,Barrow,50000000,200000,RM
227878,Callum Guy,25,England,63,66,Carlisle United,57500000,300000,CDM
246054,Jensen Weir,20,England,63,73,Morecambe,1000000,900000,CM
241191,Marko Kolar,27,Croatia,63,64,Wisła Płock,55000000,200000,ST
262440,Yaw Moses,23,Ghana,63,70,Arouca,95000000,200000,CM
230696,Takayuki Seto,36,Japan,63,63,Petrolul 52,9000000,100000,CDM
235304,Bartosz Mrozek,22,Poland,63,74,Stal Mielec,92500000,100000,GK
263209,Alberto Toril Domingo,25,Spain,63,65,Piast Gliwice,60000000,200000,ST
230697,Ethan Robson,25,England,63,66,Milton Keynes Dons,62500000,300000,CM
240681,Jan Hoekstra,23,Netherlands,63,71,FC Groningen,92500000,100000,GK
251177,Arnaud Luzayadio,22,France,63,72,FC Emmen,1000000,200000,RB
269866,Tim Danhof,25,Germany,63,66,Erzgebirge Aue,62500000,100000,RM
271146,Alessandro Sorrentino,20,Italy,63,78,Monza,1000000,400000,GK
271658,Xavier Mbuyamba,20,Netherlands,63,75,FC Volendam,1100000,100000,CB
210474,Philipp Erhardt,28,Austria,63,63,Hartberg,42500000,200000,CDM
229930,Kyle Knoyle,25,England,63,66,Doncaster Rovers,57500000,400000,RB
234282,Louis Samson,26,Germany,63,64,Hallescher FC,50000000,100000,CDM
238378,Magnus Kaastrup,21,Denmark,63,75,Lyngby,1200000,200000,CAM
259626,Chinonso Offor,22,Nigeria,63,74,Zulte-Waregem,1100000,200000,ST
237867,David Cancola,25,Austria,63,65,Ross County,55000000,200000,CDM
260651,Bénie Traore,19,Côte d'Ivoire,63,72,Häcken,1000000,100000,RW
197932,Kwesi Appiah,31,Ghana,63,63,Colchester United,40000000,400000,ST
271916,Bryan Zaragoza Martínez,20,Spain,63,73,Granada,1100000,200000,LM
229676,Brandon Haunstrup,25,England,63,66,Cambridge United,57500000,200000,LB
209453,Adam Frączczak,34,Poland,63,63,Korona Kielce,23000000,100000,ST
207918,Christian Irobiso,29,Nigeria,63,63,Petrolul 52,47500000,200000,ST
212782,Hiram Boateng,26,England,63,65,Mansfield Town,60000000,400000,CM
242734,Wyatt Omsberg,26,United States,63,66,Chicago Fire,55000000,200000,CB
260142,Ryan Alebiosu,20,England,63,70,Kilmarnock,90000000,900000,RWB
266031,Rubén Iranzo Lendínez,19,Spain,63,79,Valencia,1200000,300000,CB
266799,Guilherme Silva Souza,21,Brazil,63,71,Gil Vicente,1000000,200000,CB
236591,Edi Sylisufaj,22,Kosovo,63,70,Sirius,97500000,100000,ST
245039,Liuyu Duan,23,China PR,63,70,Shandong Luneng,97500000,400000,CAM
248879,Kevin Holzweiler,27,Germany,63,63,Rot-Weiss Essen,50000000,100000,RM
257839,Alex Newby,26,England,63,63,Colchester United,52500000,400000,RM
262448,Denis Ispas,28,Romania,63,63,Universitatea Cluj,42500000,100000,CB
262704,Guilherme Gomes Garutti,28,Brazil,63,64,Mioveni,45000000,100000,CB
199728,Jon Aurtenetxe Borde,30,Spain,63,63,Miedź Legnica,40000000,100000,CB
271408,João Marcos Lima Cândido,22,Brazil,63,72,Santa Clara,1100000,100000,ST
222256,Ted Bishop,25,England,63,65,Lincoln City,60000000,200000,CM
266545,Alex Greive,23,New Zealand,63,68,St. Mirren,72500000,200000,ST
205361,Liam O'Neil,28,England,63,63,Cambridge United,42500000,200000,CDM
199730,Dinu Moldovan,32,Romania,63,63,Chindia Târgovişte,24000000,100000,GK
266802,Mihajlo Ivančević,23,Serbia,63,73,OB,1000000,200000,CB
269874,Gonçalo Faria Costa,22,Portugal,63,71,Portimonense,1000000,200000,LB
236338,Fabian Gmeiner,25,Austria,63,67,Austria Lustenau,62500000,200000,RB
255538,Gerrit Gohlke,23,Germany,63,71,Waldhof Mannheim,1000000,100000,CB
271923,Emmanuel Ekong,20,Sweden,63,72,Empoli,1100000,200000,ST
230963,Rivaldo Vítor Borba Ferreira Jr.,27,Brazil,63,64,Universitatea Craiova,55000000,400000,ST
235059,Luke Thomas,23,England,63,67,Barnsley,70000000,300000,CAM
261171,Ignacio Miramón,19,Argentina,63,73,Gimnasia La Plata,1000000,200000,RM
239668,Jannes Vollert,24,Germany,63,68,Hallescher FC,65000000,100000,CB
239924,José Ricardo Avelar,23,Brazil,63,70,Lugo,92500000,200000,LB
219701,Jakub Wrąbel,26,Poland,63,64,Widzew Lodz,42500000,100000,GK
235573,Marcus Godinho,25,Canada,63,65,Vancouver Whitecaps,55000000,200000,RB
255285,Alin Șeroni,35,Romania,63,63,Botoşani,13000000,200000,CB
262710,Mathieu Cachbach,21,Belgium,63,71,RFC Seraing,1100000,300000,CM
236342,Nikola Mileusnić,28,Australia,63,63,Brisbane Roar,47500000,100000,LM
246326,Noah Chilvers,21,England,63,73,Colchester United,1100000,300000,CAM
190518,Flamur Kastrati,30,Kosovo,63,63,Odd,47500000,100000,ST
199479,Boné Uaferro,30,Germany,63,63,Saarbrücken,40000000,200000,CB
265783,Dominik Becker,22,Germany,63,70,Saarbrücken,90000000,400000,CB
240951,Boubacar Rafael Neto Hanne,23,Portugal,63,72,Gil Vicente,1100000,200000,RM
248119,George Ganea,23,Romania,63,71,U Craiova 1948,1100000,300000,ST
258871,Thijs van Leeuwen,20,Netherlands,63,69,FC Twente,75000000,200000,LW
235320,Bjørn Johnsen,30,Norway,63,63,Montreal Impact,47500000,200000,ST
261432,Josh Coburn,19,England,63,76,Bristol Rovers,1100000,400000,ST
197945,Ryan Bowman,30,England,63,63,Shrewsbury Town,47500000,300000,ST
213305,Robin Šimović,31,Sweden,63,63,Varberg BoIS,40000000,100000,ST
231481,Theo Vassell,25,England,63,65,Salford City,52500000,400000,CB
236601,Shilow Tracey,24,England,63,67,Cambridge United,70000000,200000,RM
241465,Víctor Moya Martínez,25,Spain,63,66,Miedź Legnica,62500000,100000,CAM
255033,Dylan Nealis,23,United States,63,67,New York RB,65000000,100000,RB
247866,Cezary Miszta,20,Poland,63,74,Legia Warszawa,90000000,100000,GK
202043,Karl Holmberg,29,Sweden,63,63,Djurgården,47500000,200000,ST
270395,Eusebio Monzó Alfonso,21,Spain,63,71,Huesca,1000000,100000,CB
261691,Ignacio Agustín Rodríguez,20,Argentina,63,75,Banfield,1200000,200000,CM
210492,Abdulaziz Al Jebreen,32,Saudi Arabia,63,63,Al Raed,32500000,400000,CDM
212540,Scott Caldwell,31,United States,63,63,Real Salt Lake,32500000,200000,CDM
263229,Mateo Pellegrino,20,Argentina,63,75,Estudiantes,1200000,300000,ST
268349,Jasper Löffelsend,24,Germany,63,67,Real Salt Lake,62500000,100000,CDM
264510,Teddy Alloh,20,France,63,78,AS Eupen,1100000,200000,LB
269887,Matan Baltaxa,26,Israel,63,64,Austria Wien,52500000,400000,LB
270911,Jan Jurcec,21,Croatia,63,72,Rheindorf Altach,1100000,200000,LM
260159,Loris Mouyokolo,21,France,63,73,Rodez,1000000,300000,CB
266304,Giorgio Cittadini,20,Italy,63,78,Modena,1100000,600000,CB
232256,Pengfei Han,29,China PR,63,64,Changchun Yatai,45000000,200000,CB
270657,Edoardo Iannoni,21,Italy,63,70,Perugia,97500000,400000,CM
270913,Uran Bislimi,22,Kosovo,63,70,Lugano,97500000,200000,CM
223041,Erten Ersu,28,Turkey,63,65,Gaziantep F.K.,40000000,300000,GK
235329,James Gibbons,24,England,63,65,Bristol Rovers,57500000,200000,RB
170305,Cole Skuse,36,England,63,63,Colchester United,9000000,200000,CDM
233794,Simone Edera,25,Italy,63,68,Torino,70000000,800000,CAM
212803,Zach Clough,27,England,63,64,Adelaide United,55000000,100000,CAM
236611,Ryan Loft,24,England,63,63,Bristol Rovers,55000000,200000,ST
236867,Lucas Dias,23,France,63,72,Nîmes,92500000,100000,GK
258627,Owura Edwards,21,England,63,71,Ross County,1100000,500000,LM
264516,Bongokuhle Hlongwane,22,South Africa,63,71,Minnesota United,1100000,200000,RM
210244,Lee Angol,27,England,63,63,Bradford City,52500000,500000,ST
224068,Hillel Konaté,27,Burkina Faso,63,64,Valenciennes,40000000,100000,GK
224324,Oskar Zawada,26,Poland,63,65,Wellington Phoenix,60000000,100000,ST
254020,Antoine Valério,22,France,63,72,Rodez,1100000,100000,CM
207429,Dominic Samuel,28,England,63,63,Ross County,50000000,200000,ST
212805,Zakaria Sami,29,Saudi Arabia,63,63,Abha,40000000,300000,CDM
254022,Nick Woltemade,20,Germany,63,74,Elversberg,1100000,400000,ST
269639,Juan Carlos Arana Gómez,22,Spain,63,72,Villarreal II,1100000,200000,ST
271687,José Antonio Ángel García,19,Spain,63,76,Cádiz,1100000,300000,RB
240967,Joshua Kayode,22,Republic of Ireland,63,70,Milton Keynes Dons,97500000,400000,ST
242759,Allan Arigoni,23,Switzerland,63,70,Lugano,92500000,200000,RB
269385,Thomas Santos,23,Denmark,63,69,Horsens,75000000,200000,RM
269641,Iker Álvarez de Eulate,20,Andorra,63,74,Villarreal,90000000,300000,GK
271689,Pathé Mboup,19,Senegal,63,78,Olympique Lyonnais,1100000,700000,LW
212041,Mikael Norø Ingebrigtsen,25,Norway,63,64,Odd,57500000,100000,RW
213321,Tomi Jurić,30,Australia,63,63,Melbourne Victory,47500000,200000,ST
251977,Virgiliu Postolachi,22,Moldova,63,74,UTA Arad,1100000,200000,ST
257353,Warren Bondo,18,France,63,79,Monza,1200000,300000,CM
268618,Lynnt Audoor,18,Belgium,63,80,Club Brugge,1200000,200000,CM
203850,Christopher Dibon,31,Austria,63,63,Rapid Vienna,32500000,600000,CB
238410,Liam Coyle,22,Northern Ireland,63,70,Accrington Stanley,92500000,100000,CDM
244810,Tobias Lawal,22,Austria,63,70,LASK Linz,82500000,300000,GK
257611,Sekou Sidibe,21,Belgium,63,72,U Craiova 1948,1100000,200000,RM
196940,Calum Butcher,31,England,63,63,Burton Albion,32500000,100000,CDM
231500,Dennis Widgren,28,Sweden,63,63,Sirius,42500000,100000,LWB
243276,Dion Pereira,23,England,63,70,Bradford City,97500000,600000,RM
255564,Jan Shcherbakovski,21,Belarus,63,72,Dynamo Dresden,1100000,200000,CAM
263501,Bautista Kociubinski,21,Argentina,63,76,Aldosivi,1100000,200000,CDM
200781,Conor Thomas,28,England,63,63,Crewe Alexandra,42500000,300000,CDM
242509,Dawid Błanik,25,Poland,63,66,Korona Kielce,62500000,100000,LM
258125,Agustín Baldi,20,Argentina,63,78,Tigre,1100000,200000,CDM
259405,Antonio Zarzana Pérez,20,Spain,63,78,Marítimo,1200000,400000,RW
270415,Marcos Luna Luna Ruiz,19,Spain,63,75,Real Zaragoza,1100000,100000,RB
241488,Jon Sillero Monreal,24,Spain,63,72,Athletic Club,1000000,400000,CB
247376,Anders Finjord Jenssen,28,Norway,63,64,Tromsø,45000000,100000,CB
263761,Victor Lind,19,Denmark,63,76,HamKam,1100000,400000,ST
211793,James Donachie,29,Australia,63,63,Sydney,40000000,200000,CB
225361,Luke McGee,26,England,63,64,Forest Green Rovers,42500000,200000,GK
236626,Johnny Koutroumbis,24,Australia,63,64,Perth Glory,52500000,100000,CB
176210,Jacek Kiełb,34,Poland,63,63,Korona Kielce,23000000,100000,LM
251219,Darragh Burns,19,Republic of Ireland,63,75,Milton Keynes Dons,1100000,200000,RW
258899,Cem Türkmen,20,Turkey,63,73,Austria Lustenau,1000000,300000,CDM
260691,Lorenzo Zúñiga Owono,19,Spain,63,77,Málaga,1100000,100000,ST
260436,Syb van Ottele,20,Netherlands,63,74,SC Heerenveen,97500000,100000,CB
209493,Donervon Daniels,28,Montserrat,63,63,Walsall,42500000,300000,CB
19541,Glenn Morris,38,England,63,63,Gillingham,5000000,200000,GK
247893,Vlad Muțiu,27,Romania,63,67,Hermannstadt,50000000,100000,GK
255829,Shuhei Kawasaki,21,Japan,63,75,Portimonense,1200000,200000,LW
252758,Dawson Devoy,20,Republic of Ireland,63,77,Milton Keynes Dons,1200000,200000,CM
200535,Terry Antonis,28,Australia,63,63,Western Sydney Wanderers,47500000,200000,CM
271447,Berkay Vardar,19,Turkey,63,76,Beşiktaş,1100000,500000,CDM
232535,Guillermo Benítez,28,Argentina,63,63,Huracán,42500000,300000,LB
258135,David Gallardo,25,Argentina,63,66,Sarmiento,62500000,300000,LM
259671,Yahya Soumaré,22,France,63,74,Olympique Lyonnais,1100000,1000000,RW
266328,James Connolly,20,England,63,72,Bristol Rovers,97500000,200000,CB
167512,Shaun Whalley,34,England,63,63,Accrington Stanley,23000000,100000,RM
254296,Kartal Yılmaz,21,Turkey,63,74,Ümraniyespor,1100000,700000,CM
257112,Rafiki Saïd,22,Comoros,63,71,Nîmes,1100000,100000,LM
271193,Antonio Gomis Alemañ,19,Spain,63,78,Atlético Madrid,1000000,300000,GK
225625,Kane Vincent-Young,26,England,63,64,Ipswich Town,52500000,300000,RWB
182617,Danny Hylton,33,England,63,63,Northampton Town,30000000,500000,ST
262490,Koldo Obieta Alberdi,28,Spain,63,63,Miedź Legnica,50000000,100000,ST
238938,Benjamin Girth,30,Germany,63,63,MSV Duisburg,47500000,200000,ST
240218,Alexander Weidinger,25,Germany,63,66,Jahn Regensburg,50000000,200000,GK
243546,Harry Kite,22,England,63,68,Exeter City,72500000,200000,CM
258394,Tony Njiké,24,France,63,70,Argeş,90000000,100000,CDM
259162,Armindo Sieb,19,Germany,63,77,SpVgg Greuther Fürth,1100000,200000,ST
260186,Lucas Brumme,22,Germany,63,68,Wehen Wiesbaden,75000000,200000,LM
198235,Jon Taylor,29,England,63,63,Doncaster Rovers,47500000,500000,RM
264283,Burak Bekaroğlu,25,Turkey,63,69,Fatih Karagümrük,67500000,500000,CB
251995,João Pedro Oliveira Gonçalves,21,Portugal,63,73,Boavista,92500000,200000,GK
267868,Sammy Braybrooke,18,England,63,79,Leicester City,1200000,500000,CM
263005,Jovan Nišić,24,Serbia,63,68,Pau,67500000,100000,CDM
270685,Matteo Anzolin,21,Italy,63,72,Wolfsberger AC,1000000,200000,LWB
244829,Marco Collao,24,Chile,63,65,Antofagasta,62500000,200000,CM
248157,Murat Cem Akpınar,23,Azerbaijan,63,69,Giresunspor,70000000,600000,CDM
226654,Sebastian Ring,27,Sweden,63,64,Amiens SC,50000000,100000,LWB
243294,Tobe Leysen,20,Belgium,63,74,Genk,90000000,200000,GK
221279,Liam Kelly,26,Republic of Ireland,63,64,Rochdale,55000000,300000,CM
252767,Sekou Camara,24,Guinea,63,68,Botoşani,72500000,200000,ST
257631,Mateusz Bartolewski,24,Poland,63,69,Zagłębie Lubin,70000000,200000,LB
